record_id,region,location_name,latitude,longitude,month,year,habitat_class,flooded_area_km2,water_depth_cm,inundation_duration_days,vegetation_type,canopy_cover_percent,floating_vegetation_present,substrate_type,water_flow_rate,nutrient_level,suitable_for_aquatic_plants,suitable_for_flood_forest_trees,suitable_for_macrophytes,suitable_for_rice_cultivation,habitat_productivity_index
612,Amazon_Mainstem_West,Site_0612,-1.1372,-63.3501,May,1990,Macrophyte,69596,55,21,Aquatic_Grasses,40,Yes,Organic_Matter,Stagnant,Moderate,Yes,Marginal,Yes,Yes,70
613,Amazon_Mainstem_West,Site_0613,-6.8712,-66.4115,Sep,1994,River_Channel,3933,949,30,None,0,No,Organic_Matter,Fast,Low,Yes,No,No,No,35
614,Amazon_Mainstem,Site_0614,-5.0616,-61.9878,Nov,1985,Open_Water,36349,689,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,40
615,Amazon_Mainstem,Site_0615,-4.3123,-62.5066,Sep,1982,Open_Water,28576,668,30,None,0,No,Sand,Slow,Low,Yes,No,No,No,40
616,Amazon_Central,Site_0616,-6.5203,-55.5484,Sep,1990,River_Channel,3074,1104,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,40
617,Amazon_Mainstem_East,Site_0617,-5.96,-66.2083,Nov,1980,Flooded_Forest,86007,181,7,Flooded_Shrubs,84,Yes,Mud,Slow,High,No,Yes,No,No,100
618,Amazon_Mainstem_West,Site_0618,-0.4613,-69.7074,May,1987,Macrophyte,55444,81,27,Floating_Macrophytes,79,Yes,Organic_Matter,Stagnant,High,Yes,Marginal,Yes,Yes,90
619,Amazon_Mainstem_West,Site_0619,-7.5469,-65.2687,Jan,1995,Macrophyte,55981,220,20,Aquatic_Grasses,44,Yes,Mixed,Slow,Moderate,Yes,No,Yes,No,80
620,Amazon_Central,Site_0620,-4.7752,-66.2866,Jul,1983,River_Channel,3806,830,30,None,0,No,Clay,Fast,Moderate,Yes,No,No,No,25
621,Amazon_Mainstem,Site_0621,-7.7403,-69.3904,Mar,1983,River_Channel,5741,1194,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,40
622,Amazon_Mainstem_West,Site_0622,-6.4921,-57.9985,Jul,1979,Macrophyte,42647,71,9,Floating_Macrophytes,66,Yes,Organic_Matter,Slow,Moderate,No,Marginal,Yes,Yes,75
623,Amazon_Central,Site_0623,-2.7076,-58.69,Mar,1991,Open_Water,37632,290,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,70
624,Amazon_Mainstem_West,Site_0624,-0.5082,-71.3885,Jan,1993,Macrophyte,61706,99,25,Aquatic_Grasses,80,Yes,Sand,Stagnant,High,Yes,Marginal,Yes,Yes,80
625,Amazon_Mainstem_East,Site_0625,-4.899,-63.3735,Aug,1984,Open_Water,27396,327,30,None,0,No,Mud,Slow,Low,Yes,No,No,No,55
626,Amazon_Mainstem_West,Site_0626,-3.7226,-65.1015,Jul,1989,Flooded_Forest,52154,397,2,Flooded_Shrubs,92,Yes,Clay,Stagnant,Very_High,No,Yes,No,No,80
627,Amazon_Mainstem_West,Site_0627,-5.1109,-57.3099,Jul,1986,River_Channel,4933,958,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,50
628,Amazon_Central,Site_0628,-6.712,-68.3496,Aug,1979,Macrophyte,39245,196,15,Aquatic_Grasses,87,Yes,Sand,Stagnant,Moderate,No,No,Yes,Yes,75
629,Amazon_Mainstem_West,Site_0629,-3.4246,-67.323,Dec,1992,Macrophyte,36442,236,10,Emergent_Vegetation,82,Yes,Sand,Slow,High,No,No,Yes,No,100
630,Amazon_Mainstem_West,Site_0630,-7.3877,-71.484,Nov,1991,Flooded_Forest,65552,573,1,Flooded_Shrubs,73,Yes,Clay,Slow,High,No,Yes,No,No,70
631,Amazon_Mainstem_East,Site_0631,-6.9959,-63.678,Nov,1988,Flooded_Forest,36125,117,6,Flooded_Shrubs,68,No,Mud,Slow,Very_High,No,Yes,Marginal,No,100
632,Amazon_Central,Site_0632,-3.3022,-67.1469,Apr,1991,Open_Water,46066,276,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,70
633,Amazon_Mainstem_West,Site_0633,-1.348,-57.6099,May,1992,Macrophyte,51156,54,27,Aquatic_Grasses,46,Yes,Clay,Slow,Moderate,Yes,Marginal,Yes,Yes,65
634,Amazon_Mainstem,Site_0634,-5.7217,-66.6627,Feb,1988,Open_Water,44737,324,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,55
635,Amazon_Mainstem_East,Site_0635,-7.2969,-68.5881,Nov,1981,Open_Water,24395,736,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,40
636,Amazon_Mainstem_West,Site_0636,-0.0238,-59.4148,Apr,1986,Flooded_Forest,158458,412,26,Flooded_Shrubs,60,Yes,Organic_Matter,Slow,High,No,Yes,Marginal,No,95
637,Amazon_Mainstem_East,Site_0637,-6.5349,-70.0746,Dec,1990,Open_Water,26857,311,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,55
638,Amazon_Central,Site_0638,-0.9434,-69.8839,May,1984,River_Channel,4979,556,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,40
639,Amazon_Mainstem_East,Site_0639,-2.2382,-55.85,Nov,1995,Macrophyte,28874,240,16,Emergent_Vegetation,48,Yes,Mixed,Stagnant,High,Yes,No,Yes,No,95
640,Amazon_Mainstem_West,Site_0640,-0.7032,-69.2209,Mar,1982,River_Channel,4097,674,30,None,0,No,Clay,Fast,Low,Yes,No,No,No,25
641,Amazon_Mainstem_West,Site_0641,-2.2233,-57.5897,Jan,1987,Flooded_Forest,149077,581,27,Flooded_Shrubs,65,No,Mixed,Slow,Very_High,No,Yes,Marginal,No,70
642,Amazon_Mainstem_West,Site_0642,-4.8047,-68.8475,May,1985,Open_Water,50041,767,30,None,0,No,Sand,Slow,Low,Yes,No,No,No,40
643,Amazon_Mainstem_West,Site_0643,-3.6285,-55.2081,Jul,1989,Macrophyte,57301,149,12,Aquatic_Grasses,73,Yes,Mud,Slow,High,No,Marginal,Yes,Yes,100
644,Amazon_Mainstem_West,Site_0644,-3.2303,-62.3215,Jul,1980,Flooded_Forest,65942,214,0,Flooded_Shrubs,79,No,Sand,Slow,High,No,Yes,No,No,100
645,Amazon_Central,Site_0645,-2.3169,-54.3732,Jun,1994,Macrophyte,53722,66,26,Aquatic_Grasses,60,Yes,Sand,Stagnant,High,Yes,Marginal,Yes,Yes,80
646,Amazon_Mainstem_East,Site_0646,-7.2158,-57.497,Sep,1994,Macrophyte,54640,104,8,Aquatic_Grasses,80,Yes,Organic_Matter,Stagnant,Moderate,No,Marginal,Yes,Yes,85
647,Amazon_Central,Site_0647,-5.4848,-67.342,Jul,1988,River_Channel,3019,536,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
648,Amazon_Central,Site_0648,-1.8475,-69.0445,Mar,1984,Flooded_Forest,155531,198,30,Flooded_Trees,77,Yes,Mixed,Stagnant,Very_High,No,Yes,No,No,95
649,Amazon_Mainstem_West,Site_0649,-4.8758,-69.1723,Jun,1987,River_Channel,4043,758,30,None,0,No,Sand,Fast,Moderate,Yes,No,No,No,25
650,Amazon_Mainstem_East,Site_0650,-3.8643,-60.9355,Jun,1983,River_Channel,5919,468,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,55
651,Amazon_Mainstem_East,Site_0651,-2.6311,-62.8442,Mar,1990,Macrophyte,53723,158,21,Floating_Macrophytes,77,Yes,Clay,Slow,Moderate,Yes,No,Yes,Yes,80
652,Amazon_Mainstem,Site_0652,-3.367,-61.6164,Dec,1984,River_Channel,3468,1216,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,40
653,Amazon_Mainstem_East,Site_0653,-5.1783,-64.8656,Oct,1983,Flooded_Forest,41168,541,8,Flooded_Trees,78,Yes,Clay,Slow,High,No,Yes,No,No,70
654,Amazon_Mainstem_East,Site_0654,-7.5448,-54.2378,Jul,1981,Open_Water,37846,312,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,55
655,Amazon_Mainstem_West,Site_0655,-1.0612,-64.9614,Aug,1990,River_Channel,4835,457,30,None,0,No,Clay,Fast,Low,Yes,No,No,No,40
656,Amazon_Mainstem,Site_0656,-7.3857,-56.6139,Aug,1994,Macrophyte,59556,77,16,Floating_Macrophytes,86,Yes,Organic_Matter,Stagnant,High,Yes,Marginal,Yes,Yes,90
657,Amazon_Mainstem,Site_0657,-2.5452,-55.4294,Nov,1992,Open_Water,32485,416,30,None,0,No,Organic_Matter,Slow,Moderate,Yes,No,No,No,65
658,Amazon_Mainstem_East,Site_0658,-1.1143,-65.6393,Oct,1983,Macrophyte,45563,150,12,Emergent_Vegetation,68,Yes,Sand,Slow,High,No,No,Yes,Yes,100
659,Amazon_Mainstem_East,Site_0659,-4.723,-70.8873,Nov,1991,River_Channel,4938,1046,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,50
660,Amazon_Mainstem,Site_0660,-0.4952,-59.7053,Mar,1989,River_Channel,4403,1223,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,50
661,Amazon_Mainstem_East,Site_0661,-1.6028,-69.7721,Dec,1985,Macrophyte,42843,210,15,Floating_Macrophytes,85,Yes,Mud,Stagnant,Moderate,No,No,Yes,No,75
662,Amazon_Mainstem_West,Site_0662,-0.4702,-61.3613,Nov,1992,Flooded_Forest,48024,563,0,Flooded_Shrubs,66,Yes,Organic_Matter,Slow,High,No,Yes,Marginal,No,80
663,Amazon_Mainstem_East,Site_0663,-7.4074,-64.5251,Apr,1995,Flooded_Forest,121330,293,27,Flooded_Shrubs,87,No,Mixed,Slow,Very_High,No,Yes,No,No,100
664,Amazon_Mainstem_West,Site_0664,-2.8545,-62.9496,Dec,1979,Flooded_Forest,46367,187,13,Flooded_Shrubs,77,No,Clay,Slow,High,No,Yes,No,No,100
665,Amazon_Central,Site_0665,-3.7217,-68.2246,Nov,1986,Open_Water,24211,361,30,None,0,No,Sand,Slow,Moderate,Yes,No,No,No,55
666,Amazon_Central,Site_0666,-0.0645,-68.4444,May,1989,Macrophyte,58636,112,30,Floating_Macrophytes,49,Yes,Clay,Slow,High,Yes,Marginal,Yes,Yes,100
667,Amazon_Central,Site_0667,-0.4554,-67.7783,Aug,1991,Flooded_Forest,39077,208,2,Flooded_Trees,68,Yes,Organic_Matter,Stagnant,Very_High,No,Yes,Marginal,No,100
668,Amazon_Central,Site_0668,-0.1239,-60.1524,May,1994,Macrophyte,62134,194,20,Aquatic_Grasses,44,Yes,Mixed,Stagnant,Moderate,Yes,No,Yes,Yes,75
669,Amazon_Mainstem_West,Site_0669,-2.2581,-70.3718,Apr,1981,River_Channel,5552,1071,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,50
670,Amazon_Mainstem_East,Site_0670,-4.0325,-58.8881,Nov,1979,Open_Water,34317,396,30,None,0,No,Clay,Slow,Moderate,Yes,No,No,No,55
671,Amazon_Central,Site_0671,-4.6139,-61.4231,Apr,1996,Macrophyte,65385,142,30,Emergent_Vegetation,65,Yes,Clay,Stagnant,Moderate,Yes,Marginal,Yes,Yes,75
672,Amazon_Mainstem_West,Site_0672,-4.506,-59.161,Nov,1983,Macrophyte,52729,107,7,Floating_Macrophytes,71,Yes,Organic_Matter,Stagnant,High,No,Marginal,Yes,Yes,100
673,Amazon_Mainstem_West,Site_0673,-0.7778,-63.5014,Aug,1980,Open_Water,31729,664,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,50
674,Amazon_Mainstem_West,Site_0674,-5.9912,-71.5034,Dec,1989,Macrophyte,49867,86,5,Emergent_Vegetation,77,Yes,Mixed,Stagnant,High,No,Marginal,Yes,Yes,80
675,Amazon_Central,Site_0675,-3.3457,-62.7386,Jul,1983,Open_Water,26297,232,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,80
676,Amazon_Mainstem_West,Site_0676,-3.4404,-63.6127,Aug,1991,River_Channel,3033,1372,30,None,0,No,Organic_Matter,Fast,Moderate,Yes,No,No,No,35
677,Amazon_Mainstem_East,Site_0677,-7.6146,-56.1933,May,1995,Flooded_Forest,141715,166,26,Flooded_Trees,71,No,Clay,Slow,High,No,Yes,No,No,100
678,Amazon_Mainstem_East,Site_0678,-2.8114,-54.8965,Aug,1985,Macrophyte,34354,185,20,Aquatic_Grasses,84,Yes,Sand,Stagnant,High,Yes,No,Yes,Yes,95
679,Amazon_Mainstem_East,Site_0679,-3.0559,-60.6496,Jul,1991,Flooded_Forest,60858,238,2,Flooded_Trees,91,No,Mixed,Stagnant,High,No,Yes,No,No,95
680,Amazon_Mainstem,Site_0680,-3.321,-69.7978,Dec,1986,Flooded_Forest,33067,456,6,Flooded_Trees,92,Yes,Sand,Slow,Very_High,No,Yes,No,No,85
681,Amazon_Mainstem_West,Site_0681,-0.2312,-60.5497,Jan,1985,Flooded_Forest,110343,453,29,Flooded_Shrubs,90,Yes,Clay,Slow,High,No,Yes,No,No,85
682,Amazon_Mainstem,Site_0682,-0.1815,-60.7861,Mar,1987,Macrophyte,67078,240,25,Aquatic_Grasses,69,Yes,Mixed,Stagnant,High,Yes,No,Yes,No,95
683,Amazon_Mainstem_West,Site_0683,-4.6963,-56.6574,Feb,1995,River_Channel,4652,1429,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,40
684,Amazon_Central,Site_0684,-3.8514,-58.8308,Jul,1981,Macrophyte,34109,101,12,Emergent_Vegetation,71,Yes,Clay,Stagnant,Moderate,No,Marginal,Yes,Yes,75
685,Amazon_Mainstem,Site_0685,-7.8232,-70.2303,Nov,1996,Flooded_Forest,41958,454,9,Flooded_Trees,82,No,Organic_Matter,Stagnant,High,No,Yes,No,No,90
686,Amazon_Mainstem_West,Site_0686,-2.2294,-69.018,Dec,1994,Flooded_Forest,41200,193,3,Flooded_Shrubs,74,Yes,Organic_Matter,Slow,Very_High,No,Yes,No,No,100
687,Amazon_Mainstem_West,Site_0687,-0.7965,-60.1309,Jun,1987,Open_Water,55134,529,30,None,0,No,Mixed,Slow,Low,Yes,No,No,No,40
688,Amazon_Mainstem,Site_0688,-4.6225,-66.428,Jul,1980,River_Channel,5477,452,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,65
689,Amazon_Mainstem,Site_0689,-7.7659,-62.5728,Mar,1982,Macrophyte,60156,250,20,Aquatic_Grasses,82,Yes,Mud,Stagnant,Moderate,Yes,No,Yes,No,75
690,Amazon_Mainstem,Site_0690,-5.9961,-65.681,Nov,1984,Flooded_Forest,74018,535,15,Flooded_Shrubs,72,No,Mixed,Stagnant,Very_High,No,Yes,No,No,65
691,Amazon_Mainstem_West,Site_0691,-0.9442,-66.8552,Mar,1984,Open_Water,47862,292,30,None,0,No,Mud,Slow,Moderate,Yes,No,No,No,70
692,Amazon_Mainstem_West,Site_0692,-7.9206,-58.4423,Mar,1983,Flooded_Forest,159864,452,27,Flooded_Trees,67,No,Clay,Stagnant,High,No,Yes,Marginal,No,80
693,Amazon_Mainstem,Site_0693,-7.7237,-56.0753,Dec,1981,River_Channel,3482,837,30,None,0,No,Organic_Matter,Fast,Moderate,Yes,No,No,No,35
694,Amazon_Central,Site_0694,-0.4459,-67.8142,Oct,1991,River_Channel,4420,980,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
695,Amazon_Mainstem_West,Site_0695,-6.879,-62.5372,Jan,1984,Flooded_Forest,169770,322,27,Flooded_Trees,73,No,Sand,Slow,Very_High,No,Yes,No,No,85
696,Amazon_Central,Site_0696,-2.1622,-66.0001,May,1980,Flooded_Forest,79124,481,29,Flooded_Shrubs,69,Yes,Mud,Slow,Very_High,No,Yes,Marginal,No,85
697,Amazon_Central,Site_0697,-5.5285,-69.7891,Jul,1985,Flooded_Forest,37561,530,15,Flooded_Shrubs,75,Yes,Mud,Slow,Very_High,No,Yes,No,No,70
698,Amazon_Mainstem,Site_0698,-5.0712,-70.5374,Jan,1979,Macrophyte,54098,66,25,Floating_Macrophytes,61,Yes,Mixed,Slow,High,Yes,Marginal,Yes,Yes,85
699,Amazon_Central,Site_0699,-3.7661,-62.5316,Nov,1992,River_Channel,4226,1309,30,None,0,No,Organic_Matter,Fast,Moderate,Yes,No,No,No,35
700,Amazon_Central,Site_0700,-3.1208,-66.688,Jun,1993,Flooded_Forest,165882,565,30,Flooded_Trees,64,No,Organic_Matter,Slow,High,No,Yes,Marginal,No,80
701,Amazon_Central,Site_0701,-0.876,-56.4579,Feb,1982,Macrophyte,48036,107,29,Aquatic_Grasses,55,Yes,Mixed,Slow,Moderate,Yes,Marginal,Yes,Yes,80
702,Amazon_Mainstem,Site_0702,-0.4264,-62.2749,Jun,1985,Macrophyte,57285,190,20,Floating_Macrophytes,68,Yes,Sand,Stagnant,Moderate,Yes,No,Yes,Yes,75
703,Amazon_Mainstem_West,Site_0703,-0.1232,-58.5069,May,1987,Macrophyte,49362,227,28,Emergent_Vegetation,79,Yes,Organic_Matter,Stagnant,High,Yes,No,Yes,No,100
704,Amazon_Mainstem,Site_0704,-4.9898,-57.1192,Oct,1982,River_Channel,3885,1438,30,None,0,No,Clay,Fast,Low,Yes,No,No,No,25
705,Amazon_Mainstem,Site_0705,-6.5579,-56.0051,Dec,1993,Macrophyte,45077,139,13,Emergent_Vegetation,76,Yes,Clay,Slow,High,No,Marginal,Yes,Yes,100
706,Amazon_Mainstem,Site_0706,-3.3841,-69.65,Sep,1984,Flooded_Forest,43017,413,2,Flooded_Shrubs,64,No,Sand,Slow,Very_High,No,Yes,Marginal,No,85
707,Amazon_Mainstem_East,Site_0707,-5.0255,-64.7493,Sep,1985,River_Channel,3544,1378,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
708,Amazon_Mainstem_West,Site_0708,-5.8096,-63.5221,Mar,1989,Flooded_Forest,139083,171,27,Flooded_Shrubs,61,Yes,Mud,Slow,Very_High,No,Yes,Marginal,No,100
709,Amazon_Mainstem_West,Site_0709,-3.1913,-65.5889,Apr,1986,Open_Water,40680,366,30,None,0,No,Mud,Moderate,Moderate,Yes,No,No,No,55
710,Amazon_Central,Site_0710,-5.7278,-55.4025,Oct,1987,Flooded_Forest,50160,343,12,Flooded_Trees,62,No,Clay,Slow,High,No,Yes,Marginal,No,85
711,Amazon_Mainstem,Site_0711,-6.8278,-62.5438,Aug,1979,River_Channel,4080,780,30,None,0,No,Organic_Matter,Fast,Low,Yes,No,No,No,35
712,Amazon_Mainstem_West,Site_0712,-7.8193,-68.4079,Oct,1982,Macrophyte,55555,202,12,Floating_Macrophytes,87,Yes,Mud,Stagnant,High,No,No,Yes,No,95
713,Amazon_Mainstem,Site_0713,-2.7771,-70.8673,Nov,1989,Macrophyte,46919,154,19,Aquatic_Grasses,88,Yes,Clay,Stagnant,Moderate,Yes,No,Yes,Yes,75
714,Amazon_Central,Site_0714,-6.5013,-61.9136,Jan,1986,Macrophyte,59684,134,28,Floating_Macrophytes,80,Yes,Organic_Matter,Stagnant,Moderate,Yes,Marginal,Yes,Yes,85
715,Amazon_Mainstem_East,Site_0715,-7.3883,-57.3763,Nov,1981,Flooded_Forest,44153,198,1,Flooded_Trees,68,No,Clay,Slow,High,No,Yes,Marginal,No,100
716,Amazon_Mainstem,Site_0716,-6.7295,-67.0604,Oct,1992,Flooded_Forest,85259,579,8,Flooded_Trees,60,Yes,Mud,Stagnant,High,No,Yes,Marginal,No,65
717,Amazon_Mainstem,Site_0717,-5.4811,-70.2882,Oct,1993,Flooded_Forest,30452,371,6,Flooded_Trees,65,Yes,Clay,Slow,High,No,Yes,Marginal,No,85
718,Amazon_Mainstem,Site_0718,-2.0435,-54.6565,Aug,1981,River_Channel,3452,1134,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,40
719,Amazon_Mainstem_West,Site_0719,-3.0822,-65.3969,Jul,1982,River_Channel,4325,634,30,None,0,No,Mixed,Fast,Moderate,Yes,No,No,No,25
720,Amazon_Central,Site_0720,-1.3896,-69.8791,Jun,1985,River_Channel,5398,1318,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
721,Amazon_Mainstem_East,Site_0721,-6.0799,-59.8676,Dec,1996,Open_Water,31809,356,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,55
722,Amazon_Central,Site_0722,-2.7614,-66.3511,May,1984,Open_Water,35925,613,30,None,0,No,Mud,Slow,Moderate,Yes,No,No,No,40
723,Amazon_Central,Site_0723,-5.7908,-70.6289,Feb,1979,Macrophyte,54469,198,20,Floating_Macrophytes,42,Yes,Organic_Matter,Slow,High,Yes,No,Yes,Yes,100
724,Amazon_Mainstem_East,Site_0724,-7.6664,-56.2228,Jun,1980,Open_Water,46243,638,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,40
725,Amazon_Mainstem,Site_0725,-6.5158,-69.8044,Feb,1996,Open_Water,43834,605,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,40
726,Amazon_Mainstem_East,Site_0726,-2.9733,-64.9335,Feb,1987,Macrophyte,61739,184,30,Floating_Macrophytes,50,Yes,Clay,Stagnant,High,Yes,No,Yes,Yes,95
727,Amazon_Mainstem_East,Site_0727,-2.7845,-69.8339,Dec,1979,Open_Water,31195,674,30,None,0,No,Mud,Moderate,Moderate,Yes,No,No,No,40
728,Amazon_Mainstem_West,Site_0728,-0.9576,-62.9447,Dec,1981,River_Channel,5389,726,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,40
729,Amazon_Mainstem_West,Site_0729,-1.0156,-59.5298,Dec,1982,Macrophyte,32820,199,20,Emergent_Vegetation,84,Yes,Mixed,Slow,Moderate,Yes,No,Yes,Yes,80
730,Amazon_Mainstem,Site_0730,-4.3695,-68.0181,Mar,1995,River_Channel,4361,536,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,40
731,Amazon_Mainstem_East,Site_0731,-1.3233,-62.2067,Mar,1988,Open_Water,52949,753,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,40
732,Amazon_Mainstem_East,Site_0732,-2.2069,-62.3543,Jul,1993,Macrophyte,49850,126,17,Emergent_Vegetation,64,Yes,Mud,Stagnant,Moderate,Yes,Marginal,Yes,Yes,75
733,Amazon_Mainstem_East,Site_0733,-7.7656,-65.7845,Jan,1988,Macrophyte,48131,134,22,Floating_Macrophytes,80,Yes,Clay,Slow,Moderate,Yes,Marginal,Yes,Yes,80
734,Amazon_Mainstem,Site_0734,-6.5398,-69.5231,Aug,1983,River_Channel,5163,970,30,None,0,No,Clay,Fast,Moderate,Yes,No,No,No,25
735,Amazon_Central,Site_0735,-5.6237,-54.6457,Mar,1988,River_Channel,4478,466,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,55
736,Amazon_Central,Site_0736,-5.2615,-70.8729,Dec,1981,Macrophyte,56322,78,11,Emergent_Vegetation,67,Yes,Organic_Matter,Slow,Moderate,No,Marginal,Yes,Yes,75
737,Amazon_Mainstem,Site_0737,-3.8006,-65.4757,Nov,1987,Flooded_Forest,32461,549,15,Flooded_Trees,95,Yes,Clay,Slow,High,No,Yes,No,No,70
738,Amazon_Mainstem,Site_0738,-4.252,-59.1475,Nov,1985,River_Channel,3413,1471,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,50
739,Amazon_Mainstem,Site_0739,-1.0879,-67.699,Dec,1984,Macrophyte,31603,138,14,Floating_Macrophytes,87,Yes,Sand,Slow,Moderate,No,Marginal,Yes,Yes,80
740,Amazon_Central,Site_0740,-6.819,-68.3077,Aug,1981,Macrophyte,28239,154,10,Floating_Macrophytes,82,Yes,Organic_Matter,Stagnant,High,No,No,Yes,Yes,100
741,Amazon_Mainstem_East,Site_0741,-3.0131,-58.927,Jan,1985,Open_Water,41808,278,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,70
742,Amazon_Mainstem_West,Site_0742,-7.3891,-68.7445,Nov,1987,River_Channel,3078,669,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,40
743,Amazon_Mainstem,Site_0743,-6.1238,-60.3795,Sep,1991,Flooded_Forest,55293,525,6,Flooded_Shrubs,80,Yes,Mud,Stagnant,Very_High,No,Yes,No,No,65
744,Amazon_Mainstem,Site_0744,-5.6427,-66.323,Jan,1992,Macrophyte,67743,52,28,Emergent_Vegetation,56,Yes,Sand,Slow,High,Yes,Marginal,Yes,Yes,85
745,Amazon_Mainstem_East,Site_0745,-2.9852,-70.5643,Sep,1982,Flooded_Forest,48813,164,5,Flooded_Shrubs,80,Yes,Clay,Slow,High,No,Yes,No,No,100
746,Amazon_Central,Site_0746,-5.3074,-69.1448,May,1989,Open_Water,40011,499,30,None,0,No,Organic_Matter,Slow,Moderate,Yes,No,No,No,65
747,Amazon_Central,Site_0747,-5.9587,-64.2348,Feb,1981,River_Channel,5377,1410,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,40
748,Amazon_Mainstem_East,Site_0748,-6.848,-68.9449,Mar,1987,River_Channel,5091,950,30,None,0,No,Mud,Moderate,Low,Yes,No,No,No,40
749,Amazon_Mainstem_East,Site_0749,-0.3608,-70.1446,Sep,1982,Open_Water,35489,587,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
750,Amazon_Mainstem,Site_0750,-1.9233,-59.6324,Aug,1990,Open_Water,30586,684,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,40
751,Amazon_Central,Site_0751,-7.8898,-57.73,Sep,1985,River_Channel,5238,1439,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,50
752,Amazon_Mainstem,Site_0752,-3.9516,-69.5063,Jun,1990,Open_Water,41249,434,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,65
753,Amazon_Mainstem_West,Site_0753,-4.6724,-64.7783,Jan,1985,River_Channel,4215,960,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
754,Amazon_Mainstem_East,Site_0754,-1.6189,-58.8904,Feb,1985,River_Channel,5443,978,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,40
755,Amazon_Mainstem_East,Site_0755,-7.2717,-68.9,Aug,1993,Macrophyte,31548,58,20,Emergent_Vegetation,83,Yes,Mixed,Stagnant,High,Yes,Marginal,Yes,Yes,80
756,Amazon_Mainstem,Site_0756,-2.5056,-60.6573,Oct,1993,Flooded_Forest,78697,237,15,Flooded_Trees,95,No,Mixed,Stagnant,Very_High,No,Yes,No,No,95
757,Amazon_Mainstem_East,Site_0757,-2.3797,-71.0242,Apr,1983,Macrophyte,67504,181,20,Emergent_Vegetation,66,Yes,Organic_Matter,Stagnant,Moderate,Yes,No,Yes,Yes,85
758,Amazon_Mainstem,Site_0758,-5.5809,-68.4549,Feb,1987,Open_Water,45213,237,30,None,0,No,Clay,Slow,Moderate,Yes,No,No,No,70
759,Amazon_Central,Site_0759,-4.3518,-64.6132,Aug,1991,Macrophyte,48561,72,9,Floating_Macrophytes,48,Yes,Clay,Stagnant,High,No,Marginal,Yes,Yes,80
760,Amazon_Mainstem,Site_0760,-5.9438,-64.5197,Dec,1992,River_Channel,3646,637,30,None,0,No,Organic_Matter,Fast,Moderate,Yes,No,No,No,35
761,Amazon_Central,Site_0761,-6.5282,-54.8455,Jul,1996,River_Channel,3008,1276,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,50
762,Amazon_Mainstem,Site_0762,-4.3716,-70.7731,May,1979,Macrophyte,48430,86,27,Floating_Macrophytes,86,Yes,Organic_Matter,Slow,High,Yes,Marginal,Yes,Yes,95
763,Amazon_Mainstem_West,Site_0763,-6.1071,-56.3829,Oct,1992,Macrophyte,37249,128,14,Emergent_Vegetation,53,Yes,Mixed,Stagnant,Moderate,No,Marginal,Yes,Yes,75
