record_id,plant_type,soil_ph,soil_nitrogen_ppm,soil_phosphorus_ppm,soil_potassium_ppm,soil_moisture_percent,soil_organic_carbon_percent,soil_temperature_celsius,air_temperature_celsius,topsoil_depth_cm,slope_degrees,elevation_meters,erosion_level,sunlight_hours,rainfall_mm,drainage_quality,soil_texture,compaction_level,previous_crop,days_since_last_crop,fertilizer_applied,will_thrive,growth_rate_percent,yield_quality
687,Lettuce,4.78,105,54,104,79,8.74,24.9,0.7,53,42,2169,Low,4.0,80,Excellent,Sandy,Low,Vegetable,256,No,No,46,Fair
688,Cotton,7.49,59,57,37,95,4.38,15.8,-5.3,61,44,1726,None,16.1,250,Very_Poor,Sandy_Loam,None,Corn,158,Yes,Yes,69,Good
689,Lettuce,5.83,58,22,57,83,0.26,29.3,25.7,54,43,800,Low,5.1,178,Good,Loamy,Moderate,None,51,Yes,Yes,86,Excellent
690,Tomato,8.94,112,24,42,41,5.55,28.0,12.8,33,2,2418,Moderate,13.1,273,Excellent,Clay_Loam,Low,Wheat,162,Yes,No,46,Fair
691,Tomato,4.56,104,56,20,99,3.4,-1.1,14.0,68,6,1486,Low,11.2,53,Good,Silty,None,Corn,361,Yes,Yes,67,Good
692,Pumpkin,4.1,149,58,37,28,13.72,35.5,-7.9,10,10,2120,Severe,6.3,79,Poor,Silty,Low,Fallow,118,Yes,No,21,Poor
693,Lettuce,6.06,41,5,90,14,9.98,22.8,11.1,57,0,2007,None,6.0,50,Very_Poor,Clay_Loam,None,None,228,No,Yes,65,Good
694,Tomato,5.5,85,75,40,85,11.6,19.7,-6.4,33,9,1564,Moderate,5.2,102,Very_Poor,Clay,Moderate,Fallow,150,No,No,44,Fair
695,Apple_Tree,4.03,81,5,27,68,12.29,34.7,27.4,40,19,2124,Moderate,5.4,166,Moderate,Clay,None,Fallow,293,No,Yes,75,Good
696,Apple_Tree,5.08,38,83,44,89,14.13,18.3,35.6,15,42,879,Low,17.5,160,Excellent,Clay_Loam,High,Soybean,12,Yes,No,19,Very_Poor
697,Pine_Tree,4.31,131,11,13,68,10.01,5.4,40.9,81,22,351,Moderate,3.9,194,Poor,Clay,Moderate,Vegetable,271,No,No,59,Fair
698,Soybean,7.72,132,84,82,33,14.56,28.1,5.7,105,13,2014,Low,14.4,293,Poor,Clay,High,Wheat,119,No,No,20,Poor
699,Wheat,7.42,74,39,93,59,11.88,41.5,37.0,150,0,2572,Low,10.1,102,Moderate,Silty,Moderate,None,271,No,Yes,68,Good
700,Cotton,7.37,124,96,76,31,12.32,28.1,3.3,88,20,2294,Low,4.8,58,Very_Poor,Sandy_Loam,High,Vegetable,352,No,No,46,Fair
701,Carrot,8.05,82,76,45,33,8.01,21.2,13.7,83,19,2085,High,10.0,64,Good,Sandy,Low,Corn,46,Yes,Yes,77,Good
702,Strawberry,5.68,81,76,56,35,9.06,-1.7,44.8,18,29,984,Severe,6.7,227,Very_Poor,Loamy,Moderate,Corn,229,Yes,No,46,Fair
703,Pumpkin,7.75,91,53,111,46,4.68,40.1,26.6,77,2,1438,Low,14.5,122,Very_Poor,Clay,None,Corn,359,No,Yes,80,Excellent
704,Soybean,7.41,121,62,3,61,1.2,19.2,23.3,128,37,295,Low,13.5,41,Good,Clay_Loam,High,None,194,No,Yes,77,Good
705,Potato,8.12,80,24,101,64,3.71,6.6,0.5,20,2,2243,Low,3.8,292,Very_Poor,Clay,None,Fallow,277,No,No,37,Poor
706,Wheat,5.17,11,99,68,54,11.89,37.8,36.5,33,8,2029,Moderate,2.9,247,Excellent,Sandy,Low,Corn,30,Yes,No,34,Poor
707,Wheat,5.19,111,53,41,60,3.66,24.4,37.9,85,21,936,Severe,15.5,94,Excellent,Loamy,High,Corn,153,No,No,47,Fair
708,Carrot,7.67,28,11,31,46,14.58,14.6,37.9,37,45,1555,High,13.1,64,Poor,Sandy,Low,Soybean,330,No,No,16,Very_Poor
709,Tomato,8.24,31,11,102,7,13.62,4.6,0.9,65,13,2174,Severe,11.8,186,Moderate,Sandy,None,None,337,No,No,5,Very_Poor
710,Potato,7.86,75,20,65,92,10.6,21.9,26.1,128,6,2199,Low,4.8,126,Excellent,Silty,High,Vegetable,101,Yes,Yes,61,Good
711,Rice,5.92,70,83,54,39,9.5,15.2,-1.6,39,1,1362,High,9.5,8,Good,Clay,Moderate,None,59,No,No,47,Fair
712,Soybean,7.57,1,28,99,32,0.52,15.2,22.0,115,45,1695,None,9.7,300,Excellent,Clay_Loam,None,Vegetable,261,Yes,No,49,Fair
713,Sunflower,4.23,129,100,102,87,5.3,31.2,-7.0,140,11,2947,Moderate,9.8,21,Good,Loamy,None,Corn,341,No,No,55,Fair
714,Pine_Tree,8.0,118,88,37,48,6.38,7.1,35.2,87,30,2715,Moderate,16.9,295,Good,Silty,None,Vegetable,88,Yes,Yes,67,Good
715,Wheat,5.8,122,81,4,34,9.77,30.6,13.7,31,35,765,None,8.8,296,Good,Loamy,Moderate,Wheat,29,No,Yes,90,Excellent
716,Corn,8.93,80,80,111,73,11.93,2.3,42.8,79,10,798,None,16.6,85,Very_Poor,Silty,None,Vegetable,345,No,No,52,Fair
717,Wheat,7.9,50,2,19,23,9.05,28.5,34.0,88,33,1808,Low,7.8,122,Very_Poor,Silty,Moderate,Soybean,258,No,No,31,Poor
718,Apple_Tree,4.63,111,52,27,29,2.97,36.1,0.0,17,21,1494,None,16.1,9,Poor,Sandy_Loam,High,Corn,67,No,No,19,Very_Poor
719,Corn,5.99,132,38,28,62,3.98,44.7,5.2,38,25,1790,Severe,15.1,126,Moderate,Loamy,Low,Corn,87,Yes,Yes,78,Good
720,Corn,4.81,104,57,18,82,2.55,44.5,7.8,41,42,45,Low,6.8,270,Very_Poor,Clay,Low,None,97,Yes,No,30,Poor
721,Strawberry,4.7,38,46,25,10,3.5,44.0,1.8,33,25,1311,Moderate,8.5,287,Good,Loamy,High,Fallow,320,Yes,No,30,Poor
722,Potato,5.12,3,5,5,86,10.09,-3.0,0.9,40,8,1522,High,12.2,270,Good,Sandy,Low,Fallow,53,No,Yes,62,Good
723,Soybean,7.18,57,94,85,13,11.7,36.8,-7.2,69,3,2141,High,11.5,171,Very_Poor,Clay,Moderate,Corn,354,Yes,No,24,Poor
724,Soybean,4.72,118,84,106,8,6.44,26.2,1.9,108,34,1826,Low,13.0,23,Very_Poor,Sandy,Low,Fallow,208,Yes,No,17,Very_Poor
725,Rice,5.54,22,59,73,18,12.93,2.5,-5.1,40,36,122,Low,14.2,255,Moderate,Clay,None,Fallow,141,No,No,32,Poor
726,Strawberry,8.15,115,30,69,87,1.8,18.9,3.7,144,29,656,Severe,7.0,296,Excellent,Clay_Loam,None,Soybean,158,No,No,44,Fair
727,Apple_Tree,4.25,57,59,6,69,1.75,0.5,23.6,148,44,167,High,11.4,279,Poor,Silty,Low,Vegetable,326,Yes,No,58,Fair
728,Lettuce,5.67,55,23,49,47,10.39,1.2,7.7,114,32,511,None,4.8,116,Moderate,Loamy,High,Soybean,305,Yes,Yes,80,Excellent
729,Apple_Tree,5.42,50,48,114,75,11.39,-2.5,38.7,16,39,2241,Severe,14.1,291,Very_Poor,Loamy,Low,Fallow,131,No,No,30,Poor
730,Cotton,4.44,91,99,95,65,2.84,7.5,21.5,29,36,250,None,4.6,157,Moderate,Sandy_Loam,Low,Wheat,8,Yes,Yes,70,Good
731,Strawberry,5.85,35,39,59,30,4.56,23.8,29.0,119,42,2129,High,7.2,285,Good,Sandy,Low,None,157,Yes,No,47,Fair
732,Sunflower,4.35,110,36,11,84,10.47,23.7,32.9,44,42,653,Moderate,14.9,274,Very_Poor,Sandy,None,Fallow,41,No,No,45,Fair
733,Corn,7.51,30,81,1,39,14.82,26.2,-9.2,29,19,1335,High,15.0,229,Moderate,Sandy,Moderate,Vegetable,11,Yes,No,0,Very_Poor
734,Carrot,4.31,63,95,7,2,9.51,12.1,4.9,32,17,761,Moderate,7.0,76,Moderate,Clay_Loam,High,Vegetable,128,No,No,6,Very_Poor
735,Corn,8.42,110,25,6,76,2.57,32.8,18.9,52,25,1538,Low,8.7,10,Good,Clay_Loam,Low,Corn,250,Yes,Yes,99,Excellent
736,Oak_Tree,5.06,80,91,28,19,13.69,33.8,5.3,43,30,1643,Severe,16.8,109,Very_Poor,Sandy_Loam,Moderate,Fallow,130,Yes,Yes,60,Good
737,Wheat,4.75,30,92,102,64,7.21,35.1,32.4,74,8,1969,None,11.1,220,Very_Poor,Clay_Loam,High,None,100,Yes,No,17,Very_Poor
738,Lettuce,7.89,58,67,32,32,11.23,29.4,30.0,124,10,2881,Severe,13.6,242,Moderate,Clay,Moderate,Corn,280,Yes,No,28,Poor
739,Tomato,6.11,90,83,65,95,5.77,3.0,14.8,48,45,2420,Low,4.7,67,Very_Poor,Sandy,Moderate,Fallow,35,Yes,Yes,77,Good
740,Potato,6.74,107,3,30,7,5.23,-1.0,8.4,31,31,2938,Low,3.0,198,Excellent,Clay,High,Fallow,133,Yes,No,26,Poor
741,Oak_Tree,7.17,91,27,111,79,2.78,3.4,21.6,133,33,1944,Severe,17.9,257,Poor,Clay,Moderate,None,70,No,Yes,80,Excellent
742,Pine_Tree,5.43,149,34,6,91,14.87,30.3,39.0,53,32,2149,None,6.8,234,Very_Poor,Clay_Loam,High,None,226,Yes,No,49,Fair
743,Potato,6.91,56,43,29,55,7.7,34.4,21.3,139,0,2257,None,13.7,233,Moderate,Clay,Moderate,Soybean,11,Yes,Yes,100,Excellent
744,Corn,6.31,92,60,48,0,1.11,22.7,19.1,49,20,462,None,14.0,234,Very_Poor,Sandy,Moderate,None,321,No,Yes,73,Good
745,Apple_Tree,6.63,6,8,82,80,11.81,17.5,-2.3,104,35,2322,Low,5.0,36,Very_Poor,Sandy_Loam,High,Wheat,150,Yes,No,44,Fair
746,Potato,7.68,62,24,106,86,0.01,4.6,7.2,58,11,1062,High,16.2,269,Excellent,Sandy,Low,Wheat,136,No,No,52,Fair
747,Pine_Tree,4.86,103,87,8,99,9.22,19.6,28.9,132,14,1626,High,6.3,1,Good,Silty,Moderate,Corn,251,No,Yes,92,Excellent
748,Pumpkin,6.94,51,23,112,60,7.08,29.2,41.0,113,0,1451,None,12.5,218,Excellent,Loamy,Moderate,Wheat,355,Yes,Yes,72,Good
749,Wheat,8.66,88,75,4,43,10.05,33.7,18.3,95,30,1153,Severe,12.0,56,Very_Poor,Sandy,Low,None,41,Yes,Yes,69,Good
750,Pine_Tree,8.87,33,73,113,61,5.04,25.9,-7.7,116,13,1609,None,15.0,83,Good,Sandy,Low,Soybean,213,Yes,Yes,61,Good
751,Wheat,4.92,20,3,70,93,6.41,4.0,-7.5,119,14,2175,Severe,5.1,252,Excellent,Sandy_Loam,None,Fallow,97,Yes,No,44,Fair
752,Pine_Tree,4.12,114,92,42,51,2.3,8.2,38.9,108,7,2304,High,7.0,198,Poor,Loamy,High,Soybean,346,Yes,Yes,63,Good
753,Soybean,6.38,134,86,49,29,13.16,38.6,6.2,113,0,464,Severe,12.6,106,Moderate,Silty,Moderate,Corn,317,No,No,51,Fair
754,Rice,6.26,110,82,96,7,11.94,42.4,0.9,126,12,520,None,9.0,166,Good,Sandy_Loam,None,None,257,Yes,Yes,67,Good
755,Oak_Tree,4.8,100,90,2,23,7.41,6.1,30.9,82,0,2649,Severe,17.7,282,Poor,Silty,Moderate,Corn,94,No,No,57,Fair
756,Carrot,4.07,140,94,71,23,8.48,30.1,15.6,133,39,2349,None,7.9,40,Good,Sandy_Loam,None,Corn,205,Yes,Yes,60,Good
757,Sunflower,7.25,29,52,108,27,13.54,39.7,18.4,12,8,2426,Moderate,4.4,35,Poor,Sandy_Loam,None,Corn,124,No,Yes,75,Good
758,Lettuce,6.96,87,1,9,63,11.61,35.0,-8.9,91,3,2273,None,11.2,293,Excellent,Clay_Loam,Low,Corn,298,Yes,Yes,81,Excellent
759,Pine_Tree,8.14,33,51,94,100,9.01,9.8,43.3,41,1,798,Low,17.1,204,Poor,Silty,Moderate,Soybean,356,Yes,No,53,Fair
760,Sunflower,5.54,8,64,81,90,10.44,41.3,12.8,129,27,285,None,7.5,101,Moderate,Sandy,High,None,365,No,No,26,Poor
761,Oak_Tree,5.6,51,34,86,62,13.71,40.9,31.5,45,17,2263,Low,7.8,227,Good,Clay,Low,Corn,34,Yes,Yes,92,Excellent
762,Pine_Tree,4.45,140,90,117,5,9.46,1.0,6.3,71,19,1048,None,6.9,263,Good,Silty,Moderate,Corn,200,No,Yes,84,Excellent
763,Lettuce,4.82,119,43,26,59,12.73,31.7,-7.2,27,21,1234,Moderate,8.2,36,Poor,Loamy,High,Vegetable,290,No,No,26,Poor
764,Lettuce,8.01,23,35,17,52,0.22,12.9,15.3,50,30,1285,Low,12.8,40,Moderate,Clay,Moderate,Fallow,347,Yes,No,54,Fair
765,Wheat,8.55,97,41,75,90,0.9,27.0,27.5,57,3,109,Moderate,11.2,75,Moderate,Clay_Loam,Moderate,Wheat,208,Yes,No,59,Fair
766,Rice,8.33,16,72,32,17,5.71,9.9,42.8,126,39,2751,Low,16.6,107,Very_Poor,Sandy_Loam,High,Fallow,284,Yes,No,0,Very_Poor
767,Pumpkin,5.62,123,97,96,84,4.17,6.4,20.4,98,39,678,High,16.8,236,Poor,Clay,None,Soybean,36,No,Yes,66,Good
768,Potato,4.24,32,76,3,67,6.86,6.1,5.6,47,19,1464,Low,11.2,88,Good,Clay_Loam,None,Fallow,38,Yes,No,38,Poor
769,Sunflower,8.25,46,99,58,50,8.25,16.7,15.2,144,20,2435,Moderate,17.7,9,Very_Poor,Clay,Moderate,Fallow,339,Yes,No,47,Fair
770,Pine_Tree,4.33,2,19,109,31,0.86,25.0,15.6,87,2,404,None,12.8,88,Very_Poor,Silty,Moderate,Wheat,197,Yes,No,58,Fair
771,Corn,6.31,108,60,103,27,7.92,10.7,9.0,87,5,2255,Severe,7.8,160,Excellent,Sandy,Moderate,Soybean,150,Yes,No,52,Fair
772,Lettuce,4.15,58,37,33,41,9.16,17.3,-9.9,124,16,436,High,16.9,268,Very_Poor,Silty,High,Soybean,169,Yes,No,12,Very_Poor
773,Cotton,8.09,111,70,107,41,1.42,44.0,25.4,61,9,2982,High,5.4,90,Moderate,Clay_Loam,Moderate,Corn,315,No,Yes,76,Good
774,Soybean,8.72,148,66,105,44,5.02,35.7,-9.7,23,23,2197,Moderate,2.7,211,Excellent,Sandy_Loam,High,Soybean,362,No,No,34,Poor
775,Rice,4.81,79,54,26,81,12.68,2.2,29.1,129,42,2824,None,12.9,111,Moderate,Clay_Loam,Moderate,Corn,349,Yes,Yes,73,Good
776,Cotton,4.92,118,78,61,66,8.25,43.0,-2.8,70,35,2638,Moderate,3.3,289,Very_Poor,Silty,High,None,265,Yes,No,12,Very_Poor
777,Rice,4.42,44,6,80,39,4.45,16.8,23.1,61,19,2782,Low,8.8,93,Good,Loamy,Low,None,72,Yes,Yes,60,Good
778,Strawberry,8.6,69,56,74,31,3.27,7.7,-4.5,147,1,1511,None,14.5,134,Poor,Silty,None,Fallow,321,No,No,32,Poor
779,Soybean,7.96,142,82,61,87,2.09,43.8,-3.9,40,12,2515,Severe,2.4,266,Poor,Silty,High,Fallow,37,Yes,No,40,Fair
780,Lettuce,7.1,97,84,20,3,7.31,-4.7,43.3,60,33,1286,None,2.3,21,Good,Clay,None,None,53,No,No,53,Fair
781,Strawberry,7.51,6,62,103,65,10.18,38.4,23.7,16,8,106,Moderate,17.7,203,Very_Poor,Clay,None,Vegetable,364,Yes,No,31,Poor
782,Soybean,7.77,1,45,44,87,12.17,12.6,26.0,130,43,2458,High,12.0,104,Good,Silty,Moderate,Soybean,200,No,No,48,Fair
783,Corn,8.47,142,51,84,36,11.21,-4.3,40.8,70,42,546,Low,16.1,265,Excellent,Sandy_Loam,Moderate,Fallow,91,Yes,No,46,Fair
784,Strawberry,4.67,140,7,54,25,9.59,5.0,16.8,90,0,1737,None,6.7,194,Very_Poor,Loamy,Low,Corn,185,No,No,53,Fair
785,Strawberry,7.35,78,71,100,91,5.59,7.5,5.1,92,3,225,Severe,12.7,172,Good,Sandy,High,None,95,No,No,45,Fair
786,Lettuce,5.96,50,83,22,73,12.38,23.6,44.4,37,22,1366,None,5.6,120,Poor,Loamy,High,Wheat,149,Yes,Yes,61,Good
787,Carrot,7.24,91,38,15,16,11.96,10.1,-8.3,52,17,1435,Severe,12.7,216,Excellent,Loamy,High,Wheat,238,No,No,26,Poor
788,Strawberry,4.22,138,67,13,97,1.88,25.0,15.1,93,42,293,Low,15.1,156,Excellent,Clay,Low,Corn,272,No,Yes,73,Good
789,Pine_Tree,6.27,139,2,35,90,6.18,43.2,4.9,88,23,1380,Low,17.6,181,Good,Sandy_Loam,Moderate,Fallow,83,Yes,Yes,95,Excellent
790,Cotton,6.7,115,66,5,52,9.42,-0.8,-1.0,101,42,1092,Low,7.8,199,Very_Poor,Clay,Moderate,Wheat,355,Yes,Yes,62,Good
791,Cotton,8.19,22,90,90,82,4.92,-2.9,28.4,61,14,2745,Low,5.9,215,Good,Sandy,Moderate,Vegetable,20,Yes,Yes,75,Good
792,Lettuce,4.28,23,22,39,80,11.36,32.6,-6.3,60,3,2578,None,2.3,250,Good,Clay_Loam,Low,None,38,Yes,No,42,Fair
793,Corn,5.8,138,82,16,86,14.44,34.8,2.8,49,5,701,None,10.9,44,Good,Sandy,High,Wheat,19,No,Yes,78,Good
794,Pine_Tree,5.2,101,23,8,10,5.98,38.4,18.9,128,30,2697,Low,3.2,66,Moderate,Silty,High,Corn,306,No,Yes,63,Good
795,Potato,7.41,19,26,27,90,3.52,35.7,-6.2,18,4,1535,Low,7.9,293,Good,Clay,High,Corn,142,Yes,No,16,Very_Poor
796,Rice,7.23,135,19,92,61,12.12,10.3,22.8,126,3,196,High,8.4,121,Good,Sandy,High,Corn,192,Yes,No,49,Fair
797,Strawberry,8.25,93,97,52,68,13.11,-4.9,3.1,145,19,2485,None,8.2,270,Moderate,Clay,Low,Fallow,171,Yes,Yes,60,Good
798,Oak_Tree,7.65,94,99,10,94,11.99,43.5,39.2,120,6,190,Severe,9.7,154,Very_Poor,Silty,None,Fallow,316,No,No,54,Fair
799,Cotton,5.07,133,62,2,88,13.56,-1.3,1.9,14,32,528,High,8.7,266,Moderate,Silty,None,Soybean,218,Yes,No,30,Poor
800,Pumpkin,7.93,19,41,1,84,12.42,-2.2,-6.3,34,35,2241,Low,12.0,227,Excellent,Sandy,None,Fallow,358,Yes,No,44,Fair
801,Wheat,7.22,29,7,55,9,4.87,20.9,-7.0,97,11,1070,None,11.5,285,Excellent,Clay,Moderate,Soybean,116,Yes,No,39,Poor
802,Rice,4.11,128,25,45,43,4.55,38.9,17.9,142,4,257,Moderate,14.6,180,Moderate,Clay,High,None,72,Yes,No,23,Poor
803,Corn,5.14,82,67,3,54,8.62,13.6,21.8,52,13,1056,None,10.4,120,Good,Loamy,None,Wheat,89,Yes,Yes,100,Excellent
804,Strawberry,5.12,148,18,88,72,8.91,-3.9,24.1,24,28,2062,None,6.0,171,Poor,Silty,Low,Corn,151,No,Yes,85,Excellent
805,Carrot,5.27,47,37,53,12,5.84,26.6,16.9,141,20,190,Severe,6.4,124,Moderate,Sandy,Moderate,Fallow,12,No,No,54,Fair
806,Wheat,8.8,17,84,24,45,5.86,34.6,8.2,18,1,784,Moderate,13.2,83,Moderate,Sandy,Low,Fallow,350,Yes,No,27,Poor
807,Potato,8.19,80,57,49,64,12.26,4.6,15.5,101,41,856,Moderate,10.5,161,Moderate,Sandy,None,Fallow,15,Yes,Yes,64,Good
808,Cotton,5.07,32,65,84,67,10.61,19.4,-6.4,11,40,1913,Severe,5.0,139,Moderate,Clay,Low,Fallow,134,No,No,0,Very_Poor
809,Apple_Tree,8.06,43,9,70,56,2.28,40.3,5.4,71,1,934,Severe,11.4,31,Good,Clay,Low,Fallow,61,No,No,47,Fair
810,Potato,5.16,53,38,110,97,13.81,43.7,29.8,35,13,717,None,8.6,250,Poor,Silty,Moderate,Soybean,79,No,Yes,70,Good
811,Carrot,8.07,98,34,12,6,7.24,39.6,13.3,62,41,743,High,9.1,168,Excellent,Loamy,None,Corn,9,Yes,No,59,Fair
812,Pumpkin,7.44,50,89,45,8,0.03,-0.2,29.4,90,36,2694,High,6.2,230,Very_Poor,Silty,High,Vegetable,42,Yes,No,19,Very_Poor
813,Pumpkin,6.89,36,48,33,91,14.96,-3.7,39.8,12,28,33,Low,10.7,257,Poor,Sandy_Loam,None,None,297,No,No,52,Fair
814,Potato,8.83,68,97,63,70,2.92,38.1,-7.0,54,19,1715,Low,3.1,117,Poor,Clay,None,Vegetable,232,No,No,56,Fair
815,Oak_Tree,4.75,139,4,86,1,5.82,24.0,38.0,148,9,289,High,14.3,163,Good,Clay,Moderate,None,16,No,No,41,Fair
816,Lettuce,7.29,9,25,98,57,11.93,41.7,-6.4,98,26,1144,None,2.5,199,Moderate,Clay_Loam,Moderate,None,72,No,No,45,Fair
817,Apple_Tree,5.11,148,92,104,31,9.33,6.6,26.3,88,36,2167,Severe,12.0,54,Very_Poor,Silty,None,Wheat,20,Yes,No,42,Fair
818,Soybean,5.32,30,83,40,42,8.86,44.5,1.4,105,38,133,None,2.7,199,Good,Clay_Loam,Moderate,Wheat,98,No,No,28,Poor
819,Lettuce,5.89,120,95,69,33,2.37,34.6,43.5,20,43,13,None,13.8,175,Very_Poor,Clay_Loam,Low,None,15,No,No,27,Poor
820,Apple_Tree,5.77,52,53,32,9,5.04,38.7,9.8,29,11,1400,High,3.5,58,Good,Loamy,Moderate,Wheat,12,Yes,No,46,Fair
821,Carrot,6.04,51,29,38,27,4.56,13.6,0.1,137,36,1242,None,13.1,290,Good,Loamy,None,Vegetable,299,No,No,53,Fair
822,Corn,5.59,47,20,56,55,1.58,25.7,25.6,104,36,1061,Moderate,10.5,265,Excellent,Loamy,Moderate,Corn,182,No,Yes,81,Excellent
823,Potato,8.71,122,48,46,69,9.84,31.6,7.8,97,2,2641,Moderate,5.5,163,Poor,Sandy_Loam,Low,None,61,No,No,53,Fair
824,Cotton,4.52,142,10,21,35,8.23,1.5,31.2,122,34,1393,Low,6.0,157,Moderate,Clay_Loam,None,Fallow,248,No,Yes,70,Good
825,Apple_Tree,8.75,148,67,26,31,3.08,-4.4,31.4,127,21,1327,Moderate,11.6,184,Excellent,Clay_Loam,Moderate,Corn,303,No,Yes,62,Good
826,Potato,8.25,84,77,2,77,12.61,12.5,26.7,123,16,1753,High,16.8,225,Excellent,Silty,None,Vegetable,105,Yes,Yes,76,Good
827,Carrot,4.14,65,98,20,90,13.99,31.6,31.1,13,31,2404,Severe,7.1,62,Excellent,Sandy,High,Vegetable,129,Yes,No,14,Very_Poor
828,Soybean,4.4,15,61,6,0,13.44,24.4,5.3,18,13,2563,Severe,3.6,88,Excellent,Loamy,High,Corn,42,Yes,No,0,Very_Poor
829,Sunflower,5.48,90,25,42,98,2.91,-3.6,29.3,41,31,1005,None,6.2,137,Moderate,Silty,High,Wheat,337,Yes,No,50,Fair
830,Rice,5.4,75,86,59,63,4.24,25.6,12.9,61,21,2622,Low,13.0,7,Poor,Clay,Low,Soybean,173,No,No,57,Fair
831,Carrot,5.73,42,2,39,65,8.2,19.2,27.4,98,20,947,Moderate,15.6,184,Poor,Sandy,High,None,94,Yes,Yes,87,Excellent
832,Lettuce,5.71,123,51,76,29,14.38,34.5,20.0,98,23,2486,Severe,3.9,5,Poor,Clay,None,Soybean,243,No,Yes,60,Good
833,Tomato,6.51,7,93,53,2,8.5,22.9,32.7,126,2,1219,Low,7.7,173,Moderate,Clay,None,None,3,Yes,No,52,Fair
834,Tomato,5.34,47,24,56,25,13.14,43.7,-5.3,34,3,2602,Severe,5.8,247,Very_Poor,Silty,Moderate,Wheat,202,No,No,0,Very_Poor
835,Cotton,7.81,144,10,29,63,7.73,15.3,28.1,75,20,1741,Low,2.7,177,Very_Poor,Loamy,Low,Fallow,225,Yes,Yes,98,Excellent
836,Potato,6.16,47,43,1,1,12.3,41.8,27.6,98,8,2015,None,2.4,160,Good,Silty,High,Vegetable,356,Yes,No,55,Fair
837,Apple_Tree,7.31,144,62,80,29,2.47,4.8,34.5,12,15,1993,High,14.7,180,Excellent,Silty,None,Fallow,34,Yes,No,59,Fair
838,Wheat,7.41,90,45,48,29,13.75,5.3,4.8,38,30,2665,Moderate,11.5,282,Excellent,Clay_Loam,High,None,43,Yes,Yes,63,Good
839,Cotton,8.66,9,49,62,92,0.11,30.2,-6.7,106,28,1088,Moderate,16.6,96,Very_Poor,Clay_Loam,High,Soybean,76,Yes,No,10,Very_Poor
840,Wheat,6.86,110,50,94,50,2.3,44.3,-5.9,18,5,1361,Low,11.3,195,Moderate,Clay_Loam,High,Fallow,106,Yes,Yes,61,Good
841,Pumpkin,4.82,101,58,44,15,14.65,1.6,5.0,102,14,369,High,14.9,58,Good,Silty,Moderate,Wheat,75,No,No,24,Poor
842,Cotton,5.56,14,24,7,92,1.89,35.9,-5.4,137,39,1961,None,4.9,199,Moderate,Silty,High,Corn,280,Yes,No,36,Poor
843,Corn,5.67,24,92,32,84,11.87,-3.8,17.6,104,24,1161,Severe,2.9,184,Good,Sandy_Loam,Low,Corn,297,No,Yes,75,Good
844,Carrot,8.48,92,99,23,58,1.61,42.1,8.2,21,15,2772,High,15.4,79,Good,Sandy_Loam,High,Vegetable,193,Yes,No,48,Fair
845,Pumpkin,8.59,70,43,10,52,6.51,31.9,39.5,23,41,2790,High,11.7,275,Very_Poor,Loamy,High,Soybean,181,Yes,No,19,Very_Poor
846,Lettuce,5.79,34,63,100,27,14.65,-4.2,-0.8,25,26,1568,Severe,8.9,271,Poor,Loamy,High,Soybean,168,Yes,No,0,Very_Poor
847,Pumpkin,8.28,8,75,117,68,9.15,19.9,44.4,28,42,202,Moderate,11.4,90,Good,Sandy,Low,Wheat,284,No,No,11,Very_Poor
848,Apple_Tree,8.25,54,58,32,31,2.76,36.6,-8.3,58,28,2792,Low,11.1,60,Very_Poor,Clay_Loam,None,Fallow,30,Yes,No,42,Fair
849,Rice,4.15,70,33,63,71,11.83,31.6,41.2,104,44,2712,High,9.8,259,Excellent,Sandy_Loam,Moderate,Corn,233,No,No,40,Fair
850,Oak_Tree,6.56,76,16,116,26,2.45,19.2,10.6,29,16,1564,None,7.9,90,Good,Clay,None,Wheat,21,Yes,Yes,97,Excellent
851,Potato,5.37,112,12,10,47,12.68,35.5,15.0,91,30,365,Severe,5.9,275,Very_Poor,Sandy,Low,Fallow,270,No,Yes,76,Good
852,Lettuce,8.66,5,32,104,69,1.44,42.1,14.4,95,1,14,Severe,12.2,58,Excellent,Clay,High,Wheat,93,No,No,32,Poor
853,Lettuce,5.03,122,25,68,71,11.63,13.6,30.4,17,14,2112,Moderate,3.5,215,Excellent,Sandy_Loam,High,Wheat,129,Yes,No,34,Poor
854,Soybean,5.53,124,68,61,71,2.73,19.0,29.5,14,33,28,Moderate,14.2,92,Poor,Clay_Loam,Moderate,Vegetable,3,Yes,Yes,68,Good
855,Carrot,6.45,47,11,59,83,14.71,14.3,39.9,85,32,2082,None,11.2,146,Good,Sandy,Low,None,303,No,Yes,65,Good
856,Pine_Tree,5.23,37,65,16,83,4.38,-2.7,-4.8,93,3,2865,Severe,11.0,129,Very_Poor,Sandy,Low,Wheat,299,Yes,Yes,70,Good
857,Lettuce,8.96,82,29,65,33,11.78,5.0,29.9,112,45,1086,Moderate,9.3,3,Good,Silty,None,Corn,117,No,No,33,Poor
858,Rice,7.8,122,47,50,54,11.53,13.0,36.6,125,33,2830,Moderate,16.0,9,Moderate,Sandy_Loam,Low,Soybean,71,No,No,56,Fair
859,Pumpkin,4.86,48,30,4,22,5.52,34.5,0.0,113,7,2520,None,8.6,127,Good,Clay_Loam,None,Corn,56,No,No,30,Poor
