record_id,region_name,location_name,country,latitude,longitude,elevation_m,month,year,inundated_area_km2,total_floodplain_area_km2,inundation_fraction,flood_duration_days,water_depth_cm,river_stage_m,rainfall_mm,flood_frequency_class,wetland_habitat_type,vegetation_type,seasonal_flooding,permanent_water_present,suitable_for_rice,suitable_for_wetland_crops,suitable_for_trees,flood_adapted_plants_recommended
509,Llanos_Orinoco,Location_0509,Venezuela,4.8547,-67.6669,82,Jan,1982,19451,40000,0.486,27,145,6.19,288,Frequent,Savanna,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
510,Llanos_Orinoco,Location_0510,Venezuela,9.6386,-71.8374,195,Apr,1985,13708,40000,0.343,28,72,10.0,272,Frequent,Riparian,Forest,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
511,Llanos_Orinoco,Location_0511,Venezuela,9.0767,-66.7111,152,Jul,1981,3417,40000,0.085,2,43,7.99,76,Rare,Swamp,Mixed,No,No,No,No,Yes,Standard_Crops_OK
512,Pantanal,Location_0512,Brazil,-16.8905,-55.5033,185,Sep,1985,14209,140000,0.101,5,21,2.71,56,Occasional,Marsh,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
513,Roraima,Location_0513,Brazil,2.2718,-59.4389,207,Feb,1979,2185,5000,0.437,20,64,0.87,303,Frequent,Marsh,Palm_Swamp,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
514,Llanos_de_Mojos,Location_0514,Bolivia,-12.3381,-65.7949,104,Mar,1979,46853,60000,0.781,15,151,9.67,287,Permanent,Riparian,Forest,No,Yes,No,No,No,Aquatic_Plants_Only
515,Bananal,Location_0515,Brazil,-13.6097,-51.5566,104,Sep,1987,2085,20000,0.104,2,37,1.81,36,Occasional,Marsh,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
516,Llanos_Orinoco,Location_0516,Venezuela,8.5514,-66.7557,158,Oct,1984,2906,40000,0.073,3,0,6.85,46,Rare,Marsh,Aquatic,No,No,No,No,Yes,Standard_Crops_OK
517,Roraima,Location_0517,Brazil,4.1223,-60.2929,85,Sep,1984,500,5000,0.1,6,24,5.39,99,Rare,Riparian,Palm_Swamp,No,No,No,No,Yes,Standard_Crops_OK
518,Pantanal,Location_0518,Brazil,-17.21,-56.0939,93,Jun,1983,33165,140000,0.237,9,34,9.95,98,Occasional,Swamp,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
519,Bananal,Location_0519,Brazil,-10.062,-50.6365,152,Sep,1987,1426,20000,0.071,9,19,11.94,92,Rare,Swamp,Aquatic,No,No,No,No,Yes,Standard_Crops_OK
520,Roraima,Location_0520,Brazil,4.3997,-59.1685,234,Oct,1983,486,5000,0.097,4,14,10.72,90,Rare,Swamp,Grassland,No,No,No,No,Yes,Standard_Crops_OK
521,Roraima,Location_0521,Brazil,3.853,-60.2266,136,May,1984,2498,5000,0.5,23,143,1.68,301,Frequent,Marsh,Palm_Swamp,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
522,Amazon_Mainstem,Location_0522,Brazil,-4.4325,-63.7358,225,Jan,1983,15165,50000,0.303,17,138,8.73,191,Frequent,Marsh,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
523,Llanos_Orinoco,Location_0523,Venezuela,7.1422,-70.6319,221,Jun,1980,5803,40000,0.145,0,19,2.09,20,Occasional,Open_Water,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
524,Pantanal,Location_0524,Brazil,-17.8601,-55.0629,115,Jun,1986,20125,140000,0.144,8,1,5.91,31,Occasional,Swamp,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
525,Roraima,Location_0525,Brazil,4.4424,-59.0067,187,Aug,1980,313,5000,0.063,2,24,5.0,86,Rare,Savanna,Mixed,No,No,No,No,Yes,Standard_Crops_OK
526,Roraima,Location_0526,Brazil,3.6081,-59.2058,236,Nov,1979,1811,5000,0.362,30,57,4.55,244,Frequent,Marsh,Forest,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
527,Pantanal,Location_0527,Brazil,-19.8648,-56.4316,149,Jul,1987,39156,140000,0.28,5,42,3.62,37,Occasional,Floodplain_Forest,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
528,Pantanal,Location_0528,Brazil,-19.7085,-56.2652,161,Sep,1986,39978,140000,0.286,7,32,3.85,75,Occasional,Floodplain_Forest,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
529,Llanos_de_Mojos,Location_0529,Bolivia,-12.2022,-65.3684,74,Mar,1980,29167,60000,0.486,25,78,4.25,222,Frequent,Open_Water,Forest,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
530,Roraima,Location_0530,Brazil,4.204,-59.0818,151,Feb,1979,1384,5000,0.277,16,7,2.53,238,Occasional,Riparian,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
531,Llanos_Orinoco,Location_0531,Venezuela,5.2426,-70.731,72,Dec,1983,22529,40000,0.563,16,138,11.15,176,Annual,Swamp,Mixed,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
532,Amazon_Mainstem,Location_0532,Brazil,-3.2348,-61.6567,122,Jun,1985,2766,50000,0.055,1,38,0.62,47,Rare,Marsh,Mixed,No,No,No,No,Yes,Standard_Crops_OK
533,Amazon_Mainstem,Location_0533,Brazil,-1.7404,-54.5917,111,Oct,1984,9629,50000,0.193,4,71,7.59,72,Occasional,Floodplain_Forest,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
534,Amazon_Mainstem,Location_0534,Brazil,-2.8749,-62.673,165,Dec,1984,17373,50000,0.347,17,66,0.97,306,Frequent,Marsh,Palm_Swamp,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
535,Llanos_de_Mojos,Location_0535,Bolivia,-12.2616,-62.9086,107,Dec,1987,36610,60000,0.61,28,232,5.46,159,Annual,Riparian,Grassland,Yes,No,No,No,No,Aquatic_Plants_Only
536,Pantanal,Location_0536,Brazil,-17.3404,-57.2197,231,Nov,1981,115874,140000,0.828,30,295,4.27,349,Permanent,Riparian,Mixed,No,Yes,No,No,No,Aquatic_Plants_Only
537,Llanos_Orinoco,Location_0537,Venezuela,5.4974,-66.1272,146,Mar,1985,21653,40000,0.541,29,138,5.91,205,Annual,Floodplain_Forest,Sedges,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
538,Llanos_de_Mojos,Location_0538,Bolivia,-15.2301,-63.1913,224,Oct,1984,15094,60000,0.252,9,6,8.91,62,Occasional,Open_Water,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
539,Llanos_de_Mojos,Location_0539,Bolivia,-12.4262,-63.1554,83,Sep,1986,11095,60000,0.185,10,32,10.86,60,Occasional,Floodplain_Forest,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
540,Amazon_Mainstem,Location_0540,Brazil,-2.9017,-67.5068,96,Oct,1982,5091,50000,0.102,9,57,6.0,59,Occasional,Savanna,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
541,Amazon_Mainstem,Location_0541,Brazil,-3.92,-57.6109,245,Oct,1984,7617,50000,0.152,2,40,8.58,28,Occasional,Savanna,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
542,Pantanal,Location_0542,Brazil,-19.8222,-56.8754,122,Oct,1980,37130,140000,0.265,7,59,7.25,59,Occasional,Floodplain_Forest,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
543,Llanos_Orinoco,Location_0543,Venezuela,5.2084,-68.2985,233,Feb,1981,12819,40000,0.32,20,111,7.1,190,Frequent,Floodplain_Forest,Grassland,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
544,Amazon_Mainstem,Location_0544,Brazil,-3.5251,-61.3024,246,Feb,1985,27551,50000,0.551,26,123,3.47,176,Annual,Open_Water,Grassland,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
545,Bananal,Location_0545,Brazil,-13.0675,-50.1328,145,Jun,1986,1112,20000,0.056,10,21,4.96,97,Rare,Floodplain_Forest,Mixed,No,No,No,No,Yes,Standard_Crops_OK
546,Llanos_Orinoco,Location_0546,Venezuela,8.678,-71.4248,96,Apr,1979,12494,40000,0.312,30,150,4.4,168,Frequent,Floodplain_Forest,Forest,Yes,No,Yes,Marginal,No,Flood_Tolerant_Species
547,Pantanal,Location_0547,Brazil,-18.6482,-57.0315,122,Jun,1982,28276,140000,0.202,5,70,10.59,48,Occasional,Savanna,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
548,Bananal,Location_0548,Brazil,-12.0946,-50.5579,123,Nov,1982,5325,20000,0.266,21,64,3.34,395,Occasional,Savanna,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
549,Roraima,Location_0549,Brazil,4.4678,-59.0304,229,Jul,1986,284,5000,0.057,7,68,7.7,78,Rare,Marsh,Forest,No,No,No,No,Yes,Standard_Crops_OK
550,Roraima,Location_0550,Brazil,4.2176,-61.2145,248,May,1984,2173,5000,0.435,17,61,1.59,245,Frequent,Riparian,Palm_Swamp,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
551,Llanos_Orinoco,Location_0551,Venezuela,9.0431,-70.0614,174,Feb,1986,13119,40000,0.328,23,89,5.73,181,Frequent,Marsh,Aquatic,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
552,Amazon_Mainstem,Location_0552,Brazil,-3.7687,-65.6472,55,Jun,1986,9132,50000,0.183,4,54,8.1,38,Occasional,Swamp,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
553,Roraima,Location_0553,Brazil,3.6442,-59.0404,113,Mar,1980,1772,5000,0.354,25,114,4.64,184,Frequent,Open_Water,Forest,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
554,Bananal,Location_0554,Brazil,-14.4619,-49.5263,204,Apr,1982,6751,20000,0.338,15,149,3.81,265,Frequent,Savanna,Aquatic,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
555,Llanos_de_Mojos,Location_0555,Bolivia,-13.6534,-65.7608,216,Jan,1985,29003,60000,0.483,26,85,8.09,222,Frequent,Floodplain_Forest,Grassland,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
556,Llanos_Orinoco,Location_0556,Venezuela,5.0034,-67.3073,236,Jan,1984,24689,40000,0.617,27,183,5.82,195,Annual,Riparian,Forest,Yes,No,Yes,No,No,Aquatic_Plants_Only
557,Pantanal,Location_0557,Brazil,-19.9824,-57.1945,99,Nov,1987,101257,140000,0.723,21,112,7.43,153,Permanent,Swamp,Aquatic,No,Yes,No,No,No,Aquatic_Plants_Only
558,Llanos_Orinoco,Location_0558,Venezuela,6.9688,-70.5039,197,Feb,1979,23742,40000,0.594,22,100,11.74,194,Annual,Open_Water,Palm_Swamp,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
559,Bananal,Location_0559,Brazil,-10.1581,-50.6951,183,Apr,1980,8712,20000,0.436,30,52,0.52,385,Frequent,Floodplain_Forest,Sedges,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
560,Llanos_Orinoco,Location_0560,Venezuela,8.7189,-66.9365,144,Jul,1984,6069,40000,0.152,4,65,9.41,40,Occasional,Savanna,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
561,Roraima,Location_0561,Brazil,2.4802,-60.0449,97,Jun,1987,671,5000,0.134,2,56,9.05,78,Occasional,Riparian,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
562,Llanos_de_Mojos,Location_0562,Bolivia,-13.4185,-64.3838,199,May,1982,40978,60000,0.683,23,277,5.53,316,Annual,Savanna,Grassland,Yes,No,No,No,No,Aquatic_Plants_Only
563,Llanos_de_Mojos,Location_0563,Bolivia,-12.7325,-64.9843,50,Jul,1981,8064,60000,0.134,8,30,7.9,62,Occasional,Swamp,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
564,Llanos_de_Mojos,Location_0564,Bolivia,-14.9207,-64.05,190,Apr,1987,29502,60000,0.492,27,102,8.85,312,Frequent,Marsh,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
565,Amazon_Mainstem,Location_0565,Brazil,-2.3692,-55.733,112,Aug,1985,7431,50000,0.149,3,28,7.78,78,Occasional,Riparian,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
566,Llanos_Orinoco,Location_0566,Venezuela,6.5397,-71.5957,105,Mar,1980,12338,40000,0.308,16,142,8.4,234,Frequent,Marsh,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
567,Llanos_de_Mojos,Location_0567,Bolivia,-15.2408,-62.4379,215,Sep,1984,11132,60000,0.186,8,3,2.81,80,Occasional,Open_Water,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
568,Roraima,Location_0568,Brazil,4.4836,-59.0699,114,Aug,1983,420,5000,0.084,8,67,8.32,44,Rare,Swamp,Palm_Swamp,No,No,No,No,Yes,Standard_Crops_OK
569,Roraima,Location_0569,Brazil,2.4289,-59.5679,64,Sep,1979,686,5000,0.137,6,62,9.65,86,Occasional,Marsh,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
570,Llanos_de_Mojos,Location_0570,Bolivia,-14.6194,-62.1065,239,Jul,1985,7870,60000,0.131,5,61,2.11,66,Occasional,Savanna,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
571,Bananal,Location_0571,Brazil,-13.6431,-50.438,128,Nov,1986,6301,20000,0.315,25,148,7.64,378,Frequent,Marsh,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
572,Pantanal,Location_0572,Brazil,-19.7075,-55.8653,134,Sep,1983,24335,140000,0.174,6,25,11.72,27,Occasional,Marsh,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
573,Roraima,Location_0573,Brazil,3.1812,-61.0071,50,Jul,1979,380,5000,0.076,9,24,6.13,74,Rare,Riparian,Aquatic,No,No,No,No,Yes,Standard_Crops_OK
574,Llanos_de_Mojos,Location_0574,Bolivia,-14.3615,-61.6516,116,Jun,1979,8381,60000,0.14,10,8,7.17,96,Occasional,Swamp,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
575,Llanos_de_Mojos,Location_0575,Bolivia,-14.5287,-67.8236,123,May,1986,32930,60000,0.549,24,134,10.72,224,Annual,Riparian,Grassland,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
576,Roraima,Location_0576,Brazil,4.004,-61.4344,237,Dec,1984,1251,5000,0.25,22,13,4.9,266,Occasional,Riparian,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
577,Pantanal,Location_0577,Brazil,-18.8464,-55.3514,221,Oct,1984,34363,140000,0.245,4,75,4.91,52,Occasional,Floodplain_Forest,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
578,Roraima,Location_0578,Brazil,3.6308,-61.2565,163,Dec,1981,2011,5000,0.402,24,78,7.69,276,Frequent,Floodplain_Forest,Sedges,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
579,Amazon_Mainstem,Location_0579,Brazil,-2.4265,-58.8018,123,Mar,1981,32436,50000,0.649,30,180,4.03,364,Annual,Open_Water,Mixed,Yes,No,Yes,No,No,Aquatic_Plants_Only
580,Llanos_de_Mojos,Location_0580,Bolivia,-14.1504,-63.1,115,Sep,1986,17040,60000,0.284,2,73,10.24,92,Occasional,Floodplain_Forest,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
581,Amazon_Mainstem,Location_0581,Brazil,-4.2698,-61.2291,60,Mar,1983,34435,50000,0.689,30,293,11.39,150,Annual,Riparian,Sedges,Yes,No,No,No,No,Aquatic_Plants_Only
582,Llanos_de_Mojos,Location_0582,Bolivia,-15.1534,-62.331,172,Sep,1985,8715,60000,0.145,3,27,3.39,22,Occasional,Swamp,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
583,Bananal,Location_0583,Brazil,-10.8734,-50.3954,140,Jan,1985,8519,20000,0.426,26,121,9.43,315,Frequent,Savanna,Forest,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
584,Llanos_Orinoco,Location_0584,Venezuela,8.1606,-68.56,201,Sep,1986,2879,40000,0.072,5,42,7.66,49,Rare,Open_Water,Forest,No,No,No,No,Yes,Standard_Crops_OK
585,Llanos_Orinoco,Location_0585,Venezuela,9.3914,-70.5521,53,Jul,1982,6962,40000,0.174,9,8,1.08,23,Occasional,Open_Water,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
586,Roraima,Location_0586,Brazil,3.4668,-60.3786,208,Jul,1979,263,5000,0.053,4,48,1.69,26,Rare,Riparian,Palm_Swamp,No,No,No,No,Yes,Standard_Crops_OK
587,Llanos_de_Mojos,Location_0587,Bolivia,-12.4683,-61.785,228,Feb,1983,46820,60000,0.78,15,222,11.97,223,Permanent,Riparian,Palm_Swamp,No,Yes,No,No,No,Aquatic_Plants_Only
588,Llanos_Orinoco,Location_0588,Venezuela,7.1867,-67.5469,77,May,1981,27581,40000,0.69,29,243,3.64,205,Annual,Savanna,Palm_Swamp,Yes,No,No,No,No,Aquatic_Plants_Only
589,Roraima,Location_0589,Brazil,3.0077,-61.4536,210,Nov,1979,2432,5000,0.486,20,62,9.81,386,Frequent,Marsh,Aquatic,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
590,Bananal,Location_0590,Brazil,-14.1567,-51.3859,73,Jan,1983,4309,20000,0.215,16,19,5.68,185,Occasional,Floodplain_Forest,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
591,Pantanal,Location_0591,Brazil,-20.9631,-55.9072,221,Feb,1986,123556,140000,0.883,18,212,5.18,163,Permanent,Open_Water,Mixed,No,Yes,No,No,No,Aquatic_Plants_Only
592,Llanos_Orinoco,Location_0592,Venezuela,7.0085,-71.9946,64,Apr,1987,22183,40000,0.555,21,141,3.53,205,Annual,Swamp,Forest,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
593,Llanos_Orinoco,Location_0593,Venezuela,4.5327,-69.3229,71,Mar,1985,21993,40000,0.55,24,79,5.78,178,Annual,Marsh,Aquatic,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
594,Roraima,Location_0594,Brazil,3.535,-59.2639,185,Nov,1981,1241,5000,0.248,20,24,7.27,322,Occasional,Marsh,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
595,Bananal,Location_0595,Brazil,-9.9908,-50.5876,141,Oct,1981,1765,20000,0.088,3,0,10.46,47,Rare,Swamp,Forest,No,No,No,No,Yes,Standard_Crops_OK
596,Bananal,Location_0596,Brazil,-11.6075,-50.8722,111,Aug,1979,1045,20000,0.052,10,40,11.26,58,Rare,Swamp,Grassland,No,No,No,No,Yes,Standard_Crops_OK
597,Llanos_de_Mojos,Location_0597,Bolivia,-14.5745,-67.7595,191,May,1981,37393,60000,0.623,20,145,5.92,343,Annual,Savanna,Aquatic,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
598,Amazon_Mainstem,Location_0598,Brazil,-2.0866,-57.4401,112,Sep,1987,5809,50000,0.116,6,35,2.73,29,Occasional,Open_Water,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
599,Llanos_de_Mojos,Location_0599,Bolivia,-14.8555,-64.6873,78,Sep,1987,14818,60000,0.247,0,1,11.43,35,Occasional,Marsh,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
600,Amazon_Mainstem,Location_0600,Brazil,-2.0475,-57.9521,73,Jun,1985,5138,50000,0.103,10,76,3.65,65,Occasional,Swamp,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
601,Amazon_Mainstem,Location_0601,Brazil,-2.7677,-67.9254,142,Mar,1984,16438,50000,0.329,21,118,7.51,233,Frequent,Open_Water,Grassland,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
602,Amazon_Mainstem,Location_0602,Brazil,-3.2731,-68.182,161,Nov,1986,27270,50000,0.545,20,140,3.81,179,Annual,Open_Water,Palm_Swamp,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
603,Pantanal,Location_0603,Brazil,-17.5639,-56.7885,101,Apr,1984,104481,140000,0.746,23,198,10.25,353,Permanent,Floodplain_Forest,Forest,No,Yes,No,No,No,Aquatic_Plants_Only
604,Bananal,Location_0604,Brazil,-13.1033,-50.2404,106,Jan,1983,9286,20000,0.464,26,80,10.99,322,Frequent,Floodplain_Forest,Grassland,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
605,Amazon_Mainstem,Location_0605,Brazil,-2.2945,-66.4602,123,Oct,1980,6666,50000,0.133,0,70,0.66,51,Occasional,Marsh,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
606,Bananal,Location_0606,Brazil,-12.4964,-51.3405,237,Nov,1982,5901,20000,0.295,16,44,2.36,177,Occasional,Riparian,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
607,Llanos_Orinoco,Location_0607,Venezuela,6.8524,-68.9536,133,Apr,1981,24088,40000,0.602,21,211,10.02,291,Annual,Open_Water,Mixed,Yes,No,No,No,No,Aquatic_Plants_Only
608,Amazon_Mainstem,Location_0608,Brazil,-4.4183,-66.1388,98,Jun,1983,4848,50000,0.097,9,49,8.76,48,Rare,Savanna,Sedges,No,No,No,No,Yes,Standard_Crops_OK
609,Llanos_Orinoco,Location_0609,Venezuela,6.8593,-66.267,131,Jun,1987,6632,40000,0.166,8,17,11.07,85,Occasional,Riparian,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
610,Bananal,Location_0610,Brazil,-12.2774,-49.8516,181,Feb,1985,6771,20000,0.339,15,143,0.77,390,Frequent,Riparian,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
611,Roraima,Location_0611,Brazil,2.5775,-61.0229,176,Jul,1980,703,5000,0.141,4,59,2.51,62,Occasional,Swamp,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
612,Bananal,Location_0612,Brazil,-11.1018,-50.7291,112,Dec,1981,6840,20000,0.342,17,56,7.59,343,Frequent,Marsh,Sedges,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
613,Llanos_de_Mojos,Location_0613,Bolivia,-13.851,-64.7436,54,Aug,1982,17951,60000,0.299,7,52,9.54,80,Occasional,Riparian,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
614,Llanos_de_Mojos,Location_0614,Bolivia,-14.0251,-62.272,142,Oct,1981,15137,60000,0.252,0,57,0.8,47,Occasional,Marsh,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
615,Amazon_Mainstem,Location_0615,Brazil,-1.7465,-53.8415,220,Nov,1985,16400,50000,0.328,15,83,11.16,382,Frequent,Open_Water,Mixed,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
616,Pantanal,Location_0616,Brazil,-18.9437,-55.0661,154,Oct,1985,33745,140000,0.241,8,24,11.33,69,Occasional,Savanna,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
617,Llanos_Orinoco,Location_0617,Venezuela,5.7254,-70.4057,164,Feb,1986,24513,40000,0.613,28,291,4.99,192,Annual,Open_Water,Aquatic,Yes,No,No,No,No,Aquatic_Plants_Only
618,Llanos_de_Mojos,Location_0618,Bolivia,-13.1287,-61.3283,250,Jan,1986,39257,60000,0.654,23,140,9.9,357,Annual,Open_Water,Sedges,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
619,Pantanal,Location_0619,Brazil,-20.577,-57.0754,109,Feb,1979,125403,140000,0.896,26,226,0.65,311,Permanent,Marsh,Sedges,No,Yes,No,No,No,Aquatic_Plants_Only
620,Roraima,Location_0620,Brazil,3.4223,-61.0336,188,Apr,1981,1159,5000,0.232,27,21,9.82,364,Occasional,Floodplain_Forest,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
621,Bananal,Location_0621,Brazil,-9.627,-51.9282,140,Oct,1987,2049,20000,0.102,9,34,1.08,82,Occasional,Savanna,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
622,Pantanal,Location_0622,Brazil,-18.9289,-56.7904,189,Sep,1980,20952,140000,0.15,10,50,8.85,85,Occasional,Swamp,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
623,Pantanal,Location_0623,Brazil,-19.916,-55.8501,119,Jan,1984,111729,140000,0.798,23,295,5.41,281,Permanent,Riparian,Sedges,No,Yes,No,No,No,Aquatic_Plants_Only
624,Bananal,Location_0624,Brazil,-10.3297,-51.351,91,Jul,1987,2406,20000,0.12,10,27,7.15,51,Occasional,Riparian,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
625,Bananal,Location_0625,Brazil,-9.3961,-49.7533,245,May,1985,4010,20000,0.201,16,11,11.67,244,Occasional,Swamp,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
626,Bananal,Location_0626,Brazil,-14.3022,-50.6222,205,May,1986,7157,20000,0.358,17,135,4.03,354,Frequent,Open_Water,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
627,Amazon_Mainstem,Location_0627,Brazil,-3.5589,-64.9017,110,Mar,1980,23956,50000,0.479,24,114,4.74,338,Frequent,Open_Water,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
628,Llanos_de_Mojos,Location_0628,Bolivia,-14.3791,-65.6971,237,May,1984,53602,60000,0.893,15,281,10.1,154,Permanent,Marsh,Sedges,No,Yes,No,No,No,Aquatic_Plants_Only
629,Llanos_de_Mojos,Location_0629,Bolivia,-15.8553,-62.4841,78,Nov,1981,24088,60000,0.401,27,75,2.75,249,Frequent,Riparian,Grassland,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
630,Pantanal,Location_0630,Brazil,-20.022,-57.615,137,Mar,1984,78224,140000,0.559,30,59,2.76,200,Annual,Marsh,Grassland,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
631,Llanos_de_Mojos,Location_0631,Bolivia,-15.1956,-65.7792,200,Apr,1986,25041,60000,0.417,16,117,1.15,217,Frequent,Riparian,Grassland,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
632,Bananal,Location_0632,Brazil,-10.8092,-51.0108,245,Apr,1984,4058,20000,0.203,15,62,9.11,351,Occasional,Swamp,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
633,Bananal,Location_0633,Brazil,-14.2717,-50.2819,150,Nov,1980,9090,20000,0.455,21,120,7.14,308,Frequent,Swamp,Grassland,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
634,Llanos_de_Mojos,Location_0634,Bolivia,-12.4358,-64.4515,128,Feb,1981,51284,60000,0.855,29,113,8.4,259,Permanent,Floodplain_Forest,Sedges,No,Yes,No,No,No,Aquatic_Plants_Only
635,Roraima,Location_0635,Brazil,3.6968,-59.2873,231,May,1979,1097,5000,0.219,20,27,8.77,244,Occasional,Swamp,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
636,Pantanal,Location_0636,Brazil,-17.3096,-56.9294,112,May,1982,68620,140000,0.49,15,137,11.62,195,Frequent,Open_Water,Forest,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
